dataset,start_sample,end_sample_exclusive,start_time_s,end_time_s,role
DC_Offset_127mA,4100,4600,2.049999952316284,2.299499988555908,development_test
DC_Offset_127mA,4600,4720,2.299999952316284,2.359499931335449,gap
DC_Offset_127mA,4720,5720,2.359999895095825,2.859499931335449,training
DC_Offset_127mA,5720,5840,2.859999895095825,2.9195001125335693,gap
DC_Offset_127mA,5840,6340,2.9200000762939453,3.1695001125335693,validation
DC_Offset_127mA,6340,6460,3.1700000762939453,3.2295000553131104,gap
DC_Offset_127mA,6460,6960,3.2300000190734863,3.4795000553131104,development_test
DC_Offset_127mA,6960,7080,3.4800000190734863,3.5394999980926514,gap
DC_Offset_127mA,7080,8080,3.5399999618530273,4.0395002365112305,training
DC_Offset_127mA,8080,8200,4.039999961853027,4.0995001792907715,gap
DC_Offset_127mA,8200,8700,4.099999904632568,4.3495001792907715,validation
DC_Offset_127mA,8700,8820,4.349999904632568,4.4095001220703125,gap
DC_Offset_127mA,8820,9320,4.409999847412109,4.6595001220703125,development_test
DC_Offset_127mA,9320,9440,4.659999847412109,4.7195000648498535,gap
DC_Offset_127mA,9440,10440,4.71999979019165,5.2195000648498535,training
DC_Offset_127mA,10440,10560,5.21999979019165,5.2795000076293945,gap
DC_Offset_127mA,10560,11060,5.28000020980835,5.5295000076293945,validation
DC_Offset_127mA,11060,11180,5.53000020980835,5.5894999504089355,gap
DC_Offset_127mA,11180,11680,5.590000152587891,5.8394999504089355,development_test
DC_Offset_127mA,11680,11800,5.840000152587891,5.899499893188477,gap
DC_Offset_127mA,11800,12800,5.900000095367432,6.399499893188477,training
DC_Offset_127mA,12800,12920,6.400000095367432,6.459499835968018,gap
DC_Offset_127mA,12920,13420,6.460000038146973,6.709499835968018,validation
DC_Offset_127mA,13420,13540,6.710000038146973,6.769499778747559,gap
DC_Offset_127mA,13540,14001,6.769999980926514,7.0,development_test
