dataset,start_sample,end_sample_exclusive,start_time_s,end_time_s,role
DC_Offset_87mA,3360,3480,1.6779999732971191,1.7369999885559082,gap
DC_Offset_87mA,3480,3980,1.7374999523162842,1.9845000505447388,validation
DC_Offset_87mA,3980,4100,1.9850000143051147,2.0434999465942383,gap
DC_Offset_87mA,4100,4600,2.0439999103546143,2.2904999256134033,development_test
DC_Offset_87mA,4600,4720,2.2909998893737793,2.3489999771118164,gap
DC_Offset_87mA,4720,5720,2.3494999408721924,2.8329999446868896,training
DC_Offset_87mA,5720,5840,2.8334999084472656,2.8910000324249268,gap
DC_Offset_87mA,5840,6340,2.8914999961853027,3.135999917984009,validation
DC_Offset_87mA,6340,6460,3.1364998817443848,3.195499897003174,gap
DC_Offset_87mA,6460,6960,3.196000099182129,3.442500114440918,development_test
DC_Offset_87mA,6960,7080,3.443000078201294,3.501499891281128,gap
DC_Offset_87mA,7080,8080,3.502000093460083,3.996500015258789,training
DC_Offset_87mA,8080,8200,3.996999979019165,4.05649995803833,gap
DC_Offset_87mA,8200,8700,4.057000160217285,4.30649995803833,validation
DC_Offset_87mA,8700,8820,4.307000160217285,4.366499900817871,gap
DC_Offset_87mA,8820,9320,4.367000102996826,4.616499900817871,development_test
DC_Offset_87mA,9320,9440,4.617000102996826,4.676499843597412,gap
DC_Offset_87mA,9440,10440,4.677000045776367,5.176499843597412,training
DC_Offset_87mA,10440,10560,5.177000045776367,5.236499786376953,gap
DC_Offset_87mA,10560,11060,5.236999988555908,5.486499786376953,validation
DC_Offset_87mA,11060,11180,5.486999988555908,5.546500205993652,gap
DC_Offset_87mA,11180,11680,5.546999931335449,5.796500205993652,development_test
DC_Offset_87mA,11680,11800,5.796999931335449,5.856500148773193,gap
DC_Offset_87mA,11800,12800,5.85699987411499,6.356500148773193,training
DC_Offset_87mA,12800,12920,6.35699987411499,6.416500091552734,gap
DC_Offset_87mA,12920,13420,6.416999816894531,6.666500091552734,validation
DC_Offset_87mA,13420,13540,6.666999816894531,6.726500034332275,gap
DC_Offset_87mA,13540,14040,6.7270002365112305,6.976500034332275,development_test
DC_Offset_87mA,14040,14087,6.9770002365112305,7.0,gap
DC_Offset_107mA,0,1000,0.0,0.4984999895095825,training
DC_Offset_107mA,1000,1120,0.49900001287460327,0.5584999918937683,gap
DC_Offset_107mA,1120,1620,0.5590000152587891,0.8084999918937683,validation
DC_Offset_107mA,1620,1740,0.8090000152587891,0.8684999942779541,gap
DC_Offset_107mA,1740,2240,0.8690000176429749,1.118499994277954,development_test
DC_Offset_107mA,2240,2360,1.11899995803833,1.1779999732971191,gap
DC_Offset_107mA,2360,3360,1.1785000562667847,1.6749999523162842,training
DC_Offset_107mA,3360,3480,1.6755000352859497,1.7345000505447388,gap
DC_Offset_107mA,3480,3980,1.7350000143051147,1.9819999933242798,validation
DC_Offset_107mA,3980,4100,1.9824999570846558,2.0409998893737793,gap
DC_Offset_107mA,4100,4600,2.0415000915527344,2.2874999046325684,development_test
DC_Offset_107mA,4600,4720,2.2880001068115234,2.3459999561309814,gap
DC_Offset_107mA,4720,5720,2.3459999561309814,2.8294999599456787,training
DC_Offset_107mA,5720,5840,2.8299999237060547,2.887500047683716,gap
DC_Offset_107mA,5840,6340,2.888000011444092,3.131500005722046,validation
DC_Offset_107mA,6340,6460,3.131999969482422,3.190500020980835,gap
DC_Offset_107mA,6460,6960,3.190999984741211,3.438499927520752,development_test
DC_Offset_107mA,6960,7080,3.438999891281128,3.498500108718872,gap
DC_Offset_107mA,7080,8080,3.499000072479248,3.998500108718872,training
DC_Offset_107mA,8080,8200,3.999000072479248,4.058499813079834,gap
DC_Offset_107mA,8200,8700,4.059000015258789,4.308499813079834,validation
DC_Offset_107mA,8700,8820,4.309000015258789,4.368500232696533,gap
DC_Offset_107mA,8820,9320,4.36899995803833,4.618500232696533,development_test
DC_Offset_107mA,9320,9440,4.61899995803833,4.678500175476074,gap
DC_Offset_107mA,9440,10440,4.678999900817871,5.178500175476074,training
DC_Offset_107mA,10440,10560,5.178999900817871,5.238500118255615,gap
DC_Offset_107mA,10560,11060,5.238999843597412,5.488500118255615,validation
DC_Offset_107mA,11060,11180,5.488999843597412,5.548500061035156,gap
DC_Offset_107mA,11180,11680,5.548999786376953,5.798500061035156,development_test
DC_Offset_107mA,11680,11800,5.798999786376953,5.858500003814697,gap
DC_Offset_107mA,11800,12800,5.859000205993652,6.358500003814697,training
DC_Offset_107mA,12800,12920,6.359000205993652,6.418499946594238,gap
DC_Offset_107mA,12920,13420,6.419000148773193,6.668499946594238,validation
DC_Offset_107mA,13420,13540,6.669000148773193,6.728499889373779,gap
DC_Offset_107mA,13540,14040,6.729000091552734,6.978499889373779,development_test
DC_Offset_107mA,14040,14083,6.979000091552734,7.0,gap
DC_Offset_127mA,0,1000,0.0,0.49900001287460327,training
DC_Offset_127mA,1000,1120,0.49950000643730164,0.5590000152587891,gap
DC_Offset_127mA,1120,1620,0.559499979019165,0.8090000152587891,validation
DC_Offset_127mA,1620,1740,0.809499979019165,0.8690000176429749,gap
DC_Offset_127mA,1740,2240,0.8694999814033508,1.11899995803833,development_test
DC_Offset_127mA,2240,2360,1.1195000410079956,1.1785000562667847,gap
DC_Offset_127mA,2360,3360,1.1790000200271606,1.6764999628067017,training
DC_Offset_127mA,3360,3480,1.6770000457763672,1.7359999418258667,gap
DC_Offset_127mA,3480,3980,1.7365000247955322,1.9835000038146973,validation
DC_Offset_127mA,3980,4100,1.9839999675750732,2.0425000190734863,gap
DC_Offset_127mA,4100,4600,2.0429999828338623,2.2869999408721924,development_test
DC_Offset_127mA,4600,4720,2.2874999046325684,2.3450000286102295,gap
DC_Offset_127mA,4720,5720,2.3454999923706055,2.8289999961853027,training
DC_Offset_127mA,5720,5840,2.8294999599456787,2.887500047683716,gap
DC_Offset_127mA,5840,6340,2.888000011444092,3.132999897003174,validation
DC_Offset_127mA,6340,6460,3.133500099182129,3.191999912261963,gap
DC_Offset_127mA,6460,6960,3.192500114440918,3.440999984741211,development_test
DC_Offset_127mA,6960,7080,3.441499948501587,3.500999927520752,gap
DC_Offset_127mA,7080,8080,3.501499891281128,4.000999927520752,training
DC_Offset_127mA,8080,8200,4.001500129699707,4.060999870300293,gap
DC_Offset_127mA,8200,8700,4.061500072479248,4.310999870300293,validation
DC_Offset_127mA,8700,8820,4.311500072479248,4.370999813079834,gap
DC_Offset_127mA,8820,9320,4.371500015258789,4.620999813079834,development_test
DC_Offset_127mA,9320,9440,4.621500015258789,4.681000232696533,gap
DC_Offset_127mA,9440,10440,4.68149995803833,5.181000232696533,training
DC_Offset_127mA,10440,10560,5.18149995803833,5.241000175476074,gap
DC_Offset_127mA,10560,11060,5.241499900817871,5.491000175476074,validation
DC_Offset_127mA,11060,11180,5.491499900817871,5.551000118255615,gap
DC_Offset_127mA,11180,11680,5.551499843597412,5.801000118255615,development_test
DC_Offset_127mA,11680,11800,5.801499843597412,5.861000061035156,gap
DC_Offset_127mA,11800,12800,5.861499786376953,6.361000061035156,training
DC_Offset_127mA,12800,12920,6.361499786376953,6.421000003814697,gap
DC_Offset_127mA,12920,13420,6.421500205993652,6.671000003814697,validation
DC_Offset_127mA,13420,13540,6.671500205993652,6.730999946594238,gap
DC_Offset_127mA,13540,14040,6.731500148773193,6.980999946594238,development_test
DC_Offset_127mA,14040,14078,6.981500148773193,7.0,gap
